Reservation_ID,Odo_Start,Odo_End,Fuel_Level,GPS_Lat,GPS_Lon,Max_Speed_kmh,Harsh_Events,Damage_Flag
RES-02131,16455,16979,0.7,14.36,79.55,172 kmh,1,0
RES-02132,"94,481km","95,437km",0.55,22.7198,77.17,83,5,1
RES-02133,"84,109 km","84,826km",0.28,26.055827,79.5925,98,2,0
RES-02134,"13,487km","14,809km",56%,17.59,81.2441,78,1,0
RES-02135,"34,486km",36236km,15%,21.992194,76.5509,151 kmh,1,0
RES-02136,45752,"46,772km",0.05,25.342747,74.902,80,6,0
RES-02137,83922km,"85,877km",7%,23.142493,87.8,151 kmh,3,0
RES-02138,87189,"87,988 km",0.10,23.2075,77.306,180 kmh,0,0
RES-02139,"37,677km",37954,76%,23.260699,78.6062,96,1,0
RES-02140,61540,"61,586 km",20%,13.744048,76.95,138 kmh,3,1
RES-02141,"89,084 km",90934km,0.8,13.775616,74.43,93,5,0
RES-02142,79407,"79,847 km",1.0,21.41,82.1003,137 kmh,5,1
RES-02143,"34,153km","33,658km",15 %,15.697426,77.34,52,2,0
RES-02144,"10,927km","11,130 km",71%,19.9269,75.5872,40,6,1
RES-02145,57747km,"59,573 km",0.5,21.604462,80.260466,178 kmh,0,1
RES-02146,"6,851 km","8,418 km",66 %,19.0825,79.4528,43,3,0
RES-02147,"42,376 km","43,095km",23 %,15.126757,84.2166,60,0,1
RES-02148,44583,46412,0.41,26.0156,85.210517,62,4,0
RES-02149,"96,282km",98156,70%,22.44,84.13996,43,4,0
RES-02150,72028,72845km,27 %,13.859286,81.087742,84,5,1
RES-02151,42588,42598km,0.6,26.45,83.3337,125 kmh,2,0
RES-02152,"74,993 km",76496,0.8,14.323238,76.37,140 kmh,3,0
RES-02153,"52,096 km","54,089 km",0.67,27.63,82.275856,80,1,0
RES-02154,"53,682km",53795km,74 %,18.24,87.10908,128 kmh,0,0
RES-02155,"13,201 km","14,743km",63 %,17.29,84.070794,148 kmh,1,0
RES-02156,"31,621km",33222,0.5,18.16,87.099591,77,6,1
RES-02157,"87,220km","87,480 km",55%,21.507,84.013119,71,2,1
RES-02158,25064km,"26,850km",82%,17.34,80.97,97,0,1
RES-02159,"49,245km","50,073km",93 %,19.962984,86.25,68,6,0
RES-02160,"105,534 km","106,856 km",0.1,17.09,82.883707,153 kmh,0,1
RES-02161,"16,057km","17,696 km",0.6,22.2201,86.1822,57,1,1
RES-02162,"41,804km","42,486 km",28%,18.444491,78.4338,141 kmh,4,1
RES-02163,"79,064km","79,917km",0.17,22.3204,82.641569,146 kmh,6,0
RES-02164,"73,756km",74710,82 %,25.7854,81.9,144 kmh,0,0
RES-02165,"108,363km",110072,0.1,22.475714,82.0449,58,5,0
RES-02166,"11,318km",12845,97%,25.7772,79.23,97,2,0
RES-02167,54025km,54268km,26%,21.01,74.76,128 kmh,3,1
RES-02168,22887,23817km,91 %,25.78,74.0439,60,1,0
RES-02169,"84,272 km",84513,33 %,27.645324,86.08,146 kmh,2,0
RES-02170,43285,"44,420km",95 %,23.363753,80.736527,53,4,0
RES-02171,104016km,"105,055 km",49%,19.67,84.91,130 kmh,4,0
RES-02172,67412,68975,100%,24.14,83.9,132 kmh,3,0
RES-02173,"89,012km",89164,27%,23.05,75.76,54,3,0
RES-02174,"10,238km","10,641 km",55 %,24.709284,80.987195,124 kmh,4,0
RES-02175,116947,"117,804 km",81 %,15.12,76.55,62,4,0
RES-02176,"85,934 km","86,078 km",62 %,25.061593,81.0782,94,3,0
RES-02177,"44,170km","45,865 km",80 %,19.96,80.249,130 kmh,1,1
RES-02178,"75,543km",77276,0.3,24.77,77.03,80,4,0
RES-02179,"75,168 km","76,624km",34 %,14.89,73.436327,157 kmh,5,0
RES-02180,37742,37859,0.6,13.733021,78.972502,133 kmh,5,1
RES-02181,"25,651km","27,648km",0.26,16.8977,75.805368,168 kmh,1,0
RES-02182,114651km,116607,16 %,26.331589,74.195572,153 kmh,2,0
RES-02183,99374,"100,059 km",1.0,20.4,87.366712,171 kmh,3,1
RES-02184,"26,715km",28117,0.9,14.6557,82.916762,100,0,0
RES-02185,82676,83648km,0.63,26.25,75.65,84,3,0
RES-02186,96758km,"96,673km",35%,21.6748,84.874684,126 kmh,6,0
RES-02187,"113,351 km","113,212km",6%,18.964671,72.59,91,6,0
RES-02188,"115,453km","116,872 km",91%,23.283066,74.990908,68,3,1
RES-02189,54077km,55831,0.4,23.5041,76.9,74,6,0
RES-02190,70869,"70,939km",51 %,22.08,82.752273,80,5,1
RES-02191,"101,536 km",103264km,0.7,25.296213,81.155465,171 kmh,3,0
RES-02192,110849km,"110,839km",45 %,23.82,75.4127,173 kmh,5,0
RES-02193,94815km,"95,464km",26%,13.53,76.15,143 kmh,6,0
RES-02194,66204,67892km,0.7,19.4401,80.93,143 kmh,6,0
RES-02195,"43,522km",43985,0.63,13.8585,82.08,72,1,0
RES-02196,48565,"50,192 km",0.49,13.63,73.533807,153 kmh,2,0
RES-02197,"110,446km",110940km,0.3,15.70352,75.370153,144 kmh,0,0
RES-02198,85709,86197,34%,13.07,84.5,163 kmh,1,0
RES-02199,"59,307 km",59485km,0.50,22.28,82.9731,156 kmh,0,0
RES-02200,111278km,"111,158km",82 %,24.8647,76.77,64,2,0
RES-02201,5420,6829,0.4,19.48,80.9,62,5,1
RES-02202,"50,411 km","50,782 km",0.54,21.17,78.841285,174 kmh,6,0
RES-02203,114712km,"115,094km",0.8,25.7735,82.4425,60,5,0
RES-02204,5674km,"5,719 km",57 %,23.4076,82.7242,46,6,0
RES-02205,"30,525km",31885,19 %,21.62,84.2465,98,2,0
RES-02206,8566km,9672km,0.5,26.03,80.57,53,0,0
RES-02207,"113,082km","113,923 km",0.67,24.880528,85.1733,83,2,0
RES-02208,"102,367km","103,666km",0.52,22.415898,84.0,65,6,1
RES-02209,7836,9464km,47 %,24.19,73.9547,91,2,0
RES-02210,99858km,100945,0.5,13.84,78.112588,56,4,0
RES-02211,"90,693 km",90755,0.3,15.701203,86.272699,170 kmh,5,0
RES-02212,71913,"73,886 km",39%,12.0832,82.72,87,1,0
RES-02213,"16,360km",17356,0.2,13.539848,84.2,56,6,1
RES-02214,43072km,"43,923 km",1.0,19.246973,73.6377,74,1,0
RES-02215,78991,80783km,0.3,16.8936,79.6417,152 kmh,2,0
RES-02216,"40,651km",42429km,51%,26.8545,78.15,89,0,0
RES-02217,114950,"116,598km",28%,24.47716,73.9272,77,5,1
RES-02218,111641,113408,61 %,14.25,82.836909,121 kmh,2,0
RES-02219,17280,"18,144km",0.2,20.38,80.171229,121 kmh,1,0
RES-02220,"39,430km",40112km,0.24,12.14,76.886604,138 kmh,0,0
RES-02221,"64,582km",64641,32%,16.47,72.43,139 kmh,5,0
RES-02222,"28,332 km","28,967km",86%,18.7962,75.58,90,3,0
RES-02223,74048km,"74,541km",0.67,20.77,72.5092,173 kmh,3,0
RES-02224,"75,463km",76897,92%,19.1918,78.933,176 kmh,1,1
RES-02225,"86,164 km","87,466 km",39%,23.2583,76.374278,131 kmh,6,0
RES-02226,"5,516 km",7388km,20%,22.7567,82.8619,128 kmh,0,0
RES-02227,"63,640km",64109,0.6,21.92,80.6133,172 kmh,3,0
RES-02228,"75,824 km",76604,74%,24.66,86.174,48,5,0
RES-02229,"84,637km","86,011 km",0.90,22.116859,83.128932,143 kmh,3,0
RES-02230,10797km,"11,119km",0.14,15.112871,73.03,165 kmh,2,1
RES-02231,104175km,"106,075 km",86 %,24.84,83.400947,83,3,0
RES-02232,87871km,"87,930 km",0.1,21.22,85.37,142 kmh,1,0
RES-02233,12401,13072km,80 %,18.9983,77.1372,86,5,1
RES-02234,"103,371km",104352km,0.8,26.94,79.85,53,5,0
RES-02235,"110,028km","111,269km",0.9,18.31,75.78,75,5,0
RES-02236,"86,332 km","86,871km",53 %,24.6993,84.48,176 kmh,4,0
RES-02237,"8,213 km",8116km,94%,16.3076,79.8601,83,6,0
RES-02238,"27,778km","29,357km",75 %,13.5756,87.084199,48,2,0
RES-02239,101147,101658,99%,12.378768,81.0148,96,6,0
RES-02240,"104,819 km","105,886km",0.53,21.250667,82.915176,84,0,0
RES-02241,"61,102km","62,056 km",55%,25.6897,77.2297,154 kmh,6,0
RES-02242,99301km,"101,085km",0.78,15.4377,73.037766,95,6,1
RES-02243,8479,7997,65 %,18.449,80.4696,91,1,0
RES-02244,"70,572km",71923,94 %,23.6062,84.935178,77,2,1
RES-02245,"84,852 km",85292km,0.46,16.74,74.9,125 kmh,2,1
RES-02246,70880,"71,965km",79 %,14.8874,79.29,148 kmh,6,1
RES-02247,"57,879 km","59,419km",0.3,27.0462,85.17,85,5,1
RES-02248,56361km,"57,703km",90 %,23.3254,75.46,172 kmh,3,1
RES-02249,"98,984km",100791,0.72,20.99,74.591,51,5,0
RES-02250,93465,95046km,38%,25.8343,76.9196,56,3,0
RES-02251,95725km,"97,279 km",0.18,14.968688,76.7142,97,0,1
RES-02252,38861,"39,646km",33 %,21.8301,77.8,42,1,1
RES-02253,100286km,100419km,97%,26.1,76.2739,94,3,0
RES-02254,"36,779 km",38158,15 %,21.8691,87.8637,163 kmh,5,0
RES-02255,"12,207km","12,228 km",61%,18.97,83.146166,61,4,0
RES-02256,46519km,"48,441km",20%,13.393182,72.692792,174 kmh,1,1
RES-02257,"68,182 km","68,900km",26 %,25.4076,87.83,141 kmh,4,0
RES-02258,20911,22373km,0.58,19.0966,87.0123,173 kmh,5,1
RES-02259,"38,544 km","39,056km",28%,22.68,74.534626,68,0,0
RES-02260,"53,065 km","53,104km",15 %,12.59,79.2363,59,3,0
RES-02261,23071km,24006km,0.9,21.8798,81.892,53,1,0
RES-02262,"75,307 km",75710,15%,17.619421,73.84,169 kmh,2,1
RES-02263,"23,069km",23693,98%,20.4444,80.27,64,6,0
RES-02264,60573km,60238,0.17,22.9759,74.2112,50,6,0
RES-02265,"47,664 km",48565,1.0,14.020357,83.0267,148 kmh,6,0
RES-02266,64445km,"64,826km",0.89,20.0402,79.660172,180 kmh,3,0
RES-02267,"106,546km","106,669 km",0.53,19.296635,73.77,138 kmh,2,1
RES-02268,"76,776 km",77464km,0.2,14.8082,80.41,130 kmh,0,0
RES-02269,"113,748 km","114,251 km",0.64,19.4,82.0909,130 kmh,5,0
RES-02270,23584km,"24,570km",16%,16.3759,84.163231,134 kmh,2,0
RES-02271,"53,105 km",54144km,64 %,12.0328,72.8558,62,0,0
RES-02272,6652km,8503,0.09,14.87,82.3187,160 kmh,3,0
RES-02273,41260,42634km,0.5,12.500312,77.6866,164 kmh,6,0
RES-02274,113745,114454,89%,16.849221,83.22,68,2,0
RES-02275,12420km,"13,898 km",0.85,22.8008,83.050085,63,0,1
RES-02276,"49,104km","48,985 km",91%,22.67844,81.9907,176 kmh,1,1
RES-02277,94761km,95809,0.4,12.826427,85.273746,51,6,0
RES-02278,"62,680 km","62,386km",23 %,26.16,86.5976,128 kmh,1,1
RES-02279,"118,749 km",120290,0.31,12.9412,80.721266,162 kmh,4,0
RES-02280,82297km,"82,822 km",0.67,16.58,78.1234,43,2,0
RES-02281,"88,054km","88,912km",0.08,14.873403,80.140195,137 kmh,0,0
RES-02282,"17,873 km",18713km,0.7,26.52,80.6153,128 kmh,5,1
RES-02283,57984km,58475,0.38,12.631556,80.3273,158 kmh,5,0
RES-02284,"105,380km",106499,71 %,24.108611,74.710096,168 kmh,0,0
RES-02285,80519km,"80,431km",83%,13.208368,83.1116,128 kmh,6,0
RES-02286,45538km,"46,667km",0.67,16.9306,85.42,68,1,1
RES-02287,116533,"118,058 km",68 %,18.23639,80.4678,146 kmh,5,0
RES-02288,"51,938km",53140km,21 %,13.39,79.303698,58,0,0
RES-02289,28384,"29,473 km",0.72,20.22,77.376887,140 kmh,1,0
RES-02290,"109,581 km",110242,1.0,22.06,73.619,153 kmh,2,0
RES-02291,61018,"61,213 km",0.82,14.2369,77.85,46,6,1
RES-02292,18606km,"19,926 km",65%,12.672447,72.8474,153 kmh,3,0
RES-02293,79294,"80,013 km",0.30,23.3015,73.778416,52,6,0
RES-02294,"101,103 km",102692km,52 %,25.683768,87.39085,72,3,0
RES-02295,"72,923km","73,268 km",0.7,18.195344,78.250307,47,6,1
RES-02296,"5,130km","5,362 km",0.7,18.22,74.151763,138 kmh,0,0
RES-02297,"85,945 km","87,630 km",0.2,27.766533,82.72,163 kmh,2,1
RES-02298,"118,216 km",118535,14 %,16.082189,83.7666,148 kmh,5,0
RES-02299,"46,025km",47524,44%,18.0721,73.765346,143 kmh,0,0
RES-02300,"53,624km",55131km,80%,24.057308,87.162366,82,1,0
RES-02301,57428km,"57,675 km",64 %,13.8263,74.662234,126 kmh,0,0
RES-02302,85999,"87,464km",34 %,24.4207,74.398983,135 kmh,2,0
RES-02303,31496km,33124km,0.45,23.3736,83.451897,168 kmh,5,0
RES-02304,"118,851 km","118,991km",0.76,24.91,83.81,132 kmh,2,0
RES-02305,"27,280 km",28228km,0.14,16.43,85.33,86,3,0
RES-02306,117751,119033km,0.2,12.84,73.2348,52,5,0
RES-02307,94186km,"93,687km",0.25,16.908,82.930062,176 kmh,2,0
RES-02308,63085,"63,858 km",55%,24.14,82.534288,125 kmh,2,0
RES-02309,"16,425km",17416km,22%,14.32,75.360833,140 kmh,5,0
RES-02310,"11,128 km",12194km,0.1,22.0,83.79,93,5,0
RES-02311,81124,"82,503 km",0.6,12.0633,81.385701,95,6,0
RES-02312,"69,064 km",69961,0.8,25.560548,82.97,81,3,1
RES-02313,106205,"106,989 km",83%,22.7163,82.588984,149 kmh,6,0
RES-02314,"22,857km","22,964 km",0.5,20.151792,78.98,160 kmh,0,0
RES-02315,"44,054km","45,968km",0.3,13.9103,79.1494,120 kmh,5,0
RES-02316,9068km,"10,177 km",0.8,16.966705,80.35,158 kmh,0,0
RES-02317,80226,82082km,84 %,19.22,86.8063,136 kmh,6,0
RES-02318,"13,093 km",14775,62 %,19.3,86.9376,163 kmh,2,0
RES-02319,"66,898km",68567km,0.76,25.71,79.95,170 kmh,6,1
RES-02320,"80,543km","81,525km",0.9,22.1287,85.6436,79,4,0
RES-02321,"102,206 km",103658km,0.74,13.9359,85.473,51,2,0
RES-02322,"21,998km",23697,0.23,23.5333,81.811252,151 kmh,3,0
RES-02323,13352km,14012,86 %,16.8591,78.655354,75,3,0
RES-02324,"105,167 km",105304km,32%,23.075788,82.3209,172 kmh,1,0
RES-02325,69500,70769km,0.9,18.58,81.494061,134 kmh,0,0
RES-02326,93652km,94855km,0.26,13.3053,76.22,85,2,0
RES-02327,"80,321km","81,745 km",74%,21.7997,86.4632,97,1,1
RES-02328,43331km,"43,415km",79 %,19.716522,84.885229,90,3,1
RES-02329,"18,432km",19367km,1.0,20.96,76.598448,92,1,0
RES-02330,"96,612km",97401km,37 %,17.5387,86.9246,177 kmh,2,0
RES-02331,"68,623km",69930km,0.1,26.8448,84.9019,154 kmh,5,0
RES-02332,25900,27624,35%,15.59,80.99,94,1,0
RES-02333,95905,"97,183 km",6%,27.6753,82.01,53,5,0
RES-02334,66750km,"67,303 km",71%,22.284121,77.1464,161 kmh,5,0
RES-02335,17387,18331km,0.3,23.521093,78.34,75,4,0
RES-02336,98664,"99,933km",51 %,22.076244,80.95,146 kmh,3,0
RES-02337,"28,255km","29,729 km",89 %,13.461755,73.7407,160 kmh,5,0
RES-02338,28920km,"30,434km",43%,18.17,81.15885,158 kmh,1,0
RES-02339,116848,"117,814 km",96 %,24.455281,79.2337,170 kmh,3,0
RES-02340,"15,076km","16,905 km",54 %,19.943214,75.3277,57,0,0
RES-02341,"26,502km",27394,0.7,21.03,75.4919,55,3,0
RES-02342,"15,148km","15,721km",33%,23.633697,82.2984,42,0,0
RES-02343,"15,898 km",16674,0.4,26.832788,80.010904,75,6,0
RES-02344,"10,569 km","11,485 km",0.3,13.41,84.530587,177 kmh,2,0
RES-02345,"100,193 km","100,446km",0.42,24.95,81.769077,73,5,0
RES-02346,101680km,"101,910km",0.5,20.1613,79.286311,161 kmh,0,0
RES-02347,"15,351 km",17019km,21%,22.58,79.5331,168 kmh,0,0
RES-02348,"19,470km",20780km,98%,15.388365,80.605566,156 kmh,4,1
RES-02349,39025,40223km,0.54,19.18,85.0986,145 kmh,0,0
RES-02350,"10,597km","10,651 km",41 %,20.1,74.315,52,4,1
RES-02351,93460km,"94,113km",0.7,15.99208,74.539906,60,3,1
RES-02352,"83,777km",85230,0.34,18.6361,80.36,171 kmh,4,0
RES-02353,"79,227km",81219,77 %,22.029462,83.403,131 kmh,6,0
RES-02354,"91,959km",92220km,0.38,24.4645,74.29,177 kmh,1,0
RES-02355,41802,41455km,0.8,22.4,75.819701,88,2,0
RES-02356,"28,511km","30,008km",0.19,26.316902,74.0638,177 kmh,1,0
RES-02357,"46,581 km","46,680km",90%,13.9466,76.1837,83,4,0
RES-02358,9196,"10,781km",0.92,15.88,73.9859,169 kmh,5,0
RES-02359,"94,356km",94616,0.40,27.2302,78.121122,177 kmh,6,1
RES-02360,50030km,51947km,0.36,27.55507,74.136458,129 kmh,4,1
RES-02361,35688,37543,43%,15.9136,87.492213,148 kmh,6,0
RES-02362,50188km,49752,87%,20.94,81.39,74,6,0
RES-02363,"59,318 km",58944,0.99,14.9183,87.637151,162 kmh,4,0
RES-02364,58147,"59,940 km",0.3,14.98,86.6,127 kmh,5,0
RES-02365,41465,41789,0.4,20.3144,80.8522,75,1,0
RES-02366,99450,"100,182km",0.29,24.8223,79.1378,158 kmh,5,0
RES-02367,31277,32821km,32%,19.89,87.0703,126 kmh,3,0
RES-02368,35468km,35967,7%,13.1252,73.73,124 kmh,2,0
RES-02369,"17,218km","17,628 km",68 %,12.7782,72.717,57,2,0
RES-02370,50540,51135km,82 %,25.042457,86.72,124 kmh,5,0
RES-02371,99407,99345km,19 %,22.29,78.65,163 kmh,5,0
RES-02372,61808,"63,069 km",93%,23.9682,75.36,121 kmh,3,0
RES-02373,14606,"14,418 km",0.2,21.77,81.9309,98,0,0
RES-02374,87399,87912km,45 %,24.7505,84.632159,50,4,0
RES-02375,52748km,52300,0.09,15.101568,87.5486,149 kmh,0,0
RES-02376,20795km,21766km,0.9,21.35,80.903638,121 kmh,5,0
RES-02377,"38,831km",39275,6 %,21.18,87.415,75,2,0
RES-02378,93273,"94,600 km",43 %,21.04,87.410353,123 kmh,5,0
RES-02379,102682,104384,0.2,15.0858,80.02,148 kmh,0,0
RES-02380,"34,922km",36509,0.83,17.455122,76.809637,165 kmh,3,0
RES-02381,"100,875km","100,766km",40%,19.9535,75.677702,150 kmh,3,0
RES-02382,66918,68841km,0.22,25.5847,79.343,174 kmh,1,1
RES-02383,"97,183km",98098,0.55,13.25,81.45,56,2,1
RES-02384,"29,785 km","30,612 km",0.9,12.4711,86.625601,141 kmh,4,0
RES-02385,"18,423 km",18544,48%,21.88,83.220534,93,4,0
RES-02386,"54,888km","55,097km",0.74,13.0636,79.4515,94,6,0
RES-02387,"78,347km","78,954km",56%,26.1578,84.775646,177 kmh,1,0
RES-02388,"45,125 km","45,959km",0.81,17.0831,86.9365,55,3,1
RES-02389,37326km,"38,353km",76 %,17.83,86.9124,75,3,0
RES-02390,"18,105km",18903km,0.8,24.5,77.964702,76,1,1
RES-02391,"66,933 km","67,334 km",55%,23.2753,78.1394,175 kmh,0,0
RES-02392,"8,876 km",8480,0.54,13.350495,74.78,140 kmh,3,0
RES-02393,"6,071 km",7373,0.36,18.4369,80.84,128 kmh,0,0
RES-02394,"78,602 km","79,552 km",0.5,16.487546,82.3653,92,2,0
RES-02395,39202,40469km,0.62,25.5461,84.75,82,0,1
RES-02396,"44,271km","45,839km",0.1,14.3854,82.3078,164 kmh,4,0
RES-02397,"109,785km",110095km,0.7,16.406046,78.3859,156 kmh,1,1
RES-02398,"64,375km","65,872km",45 %,15.846115,85.4986,124 kmh,2,1
RES-02399,74298km,75912km,91%,14.999616,81.1754,156 kmh,0,0
RES-02400,79706,81379km,56%,25.83,84.1,63,2,0
RES-02401,19584km,"19,676km",0.8,12.5172,87.1593,96,5,0
RES-02402,"75,012 km","75,866 km",0.86,13.01,73.85,143 kmh,3,0
RES-02403,41157,41537km,85%,24.8767,78.22,179 kmh,3,0
RES-02404,51189,52768km,41%,25.7945,82.1,60,6,1
RES-02405,"79,840 km","80,489 km",0.28,20.66,77.717027,76,6,0
RES-02406,"32,765 km","34,259km",0.61,23.0684,87.188047,148 kmh,5,0
RES-02407,"66,945 km",68727,8 %,26.6573,72.7943,126 kmh,5,1
RES-02408,"50,060 km","51,787 km",0.39,14.695,87.7671,161 kmh,6,0
RES-02409,81406km,81848,36 %,23.2584,77.016517,125 kmh,1,0
RES-02410,"24,439km","24,970km",15 %,17.0508,72.7221,121 kmh,5,1
RES-02411,"38,985km","38,710 km",0.86,18.926751,82.15366,90,2,0
RES-02412,75311,75614km,0.43,21.71,75.812,81,2,0
RES-02413,11882km,13798,0.4,17.0622,85.8,64,4,0
RES-02414,"119,072km","119,878 km",0.62,15.8912,78.17,78,0,0
RES-02415,78729,"80,382 km",0.63,24.170523,72.1451,163 kmh,5,0
RES-02416,"6,129km","6,574 km",0.46,16.143689,74.7557,55,4,0
RES-02417,"90,770km","91,339 km",0.9,23.8,72.322,141 kmh,5,1
RES-02418,90601,"91,469 km",54 %,14.631436,78.4354,178 kmh,6,0
RES-02419,"32,685 km",33188,0.06,23.557169,84.8738,96,4,0
RES-02420,27675,"29,186 km",99 %,20.536421,82.2616,62,0,0
RES-02421,"51,810km",52413km,98 %,16.217851,77.2064,152 kmh,1,0
RES-02422,"92,189km","93,093km",0.06,16.173,77.36,53,6,0
RES-02423,73883km,75287,54%,27.63,75.11,171 kmh,6,0
RES-02424,33292,"35,205km",56%,26.953561,77.605298,71,3,0
RES-02425,84013,"85,557km",88 %,23.72,76.02,75,0,0
RES-02426,10876km,12519km,88%,27.4507,85.5018,127 kmh,1,0
RES-02427,76034km,"76,764km",1.0,16.35,78.98,141 kmh,5,1
RES-02428,71337km,"72,985km",20%,14.5,82.079577,92,1,0
RES-02429,"54,908km","56,493km",0.17,12.32,74.229909,69,2,1
RES-02430,"83,744km","85,309 km",31%,12.684494,77.53,130 kmh,6,0
RES-02431,81676,"82,720km",0.62,12.561756,75.92,100,4,1
RES-02432,"84,584km","86,558km",78 %,16.7924,79.4927,61,1,0
RES-02433,"63,189km",63827,55%,14.5269,75.516211,121 kmh,3,0
RES-02434,99431,"101,264km",75%,22.39,84.1743,179 kmh,0,0
RES-02435,"84,639 km",85883km,70%,15.097392,79.045538,158 kmh,6,1
RES-02436,"35,144 km","36,520km",83 %,14.99,73.3075,153 kmh,0,0
RES-02437,106107,"106,999 km",75 %,13.34023,76.58,138 kmh,3,0
RES-02438,44578,"45,045 km",0.91,12.36,80.516802,172 kmh,1,1
RES-02439,101811,"102,334 km",6%,14.120391,82.2839,74,1,0
RES-02440,74976,76841,48%,17.95,77.573846,151 kmh,4,0
RES-02441,"63,587 km","63,921 km",0.7,19.263556,78.3404,59,5,0
RES-02442,114756,"116,413 km",51 %,18.8765,82.697087,162 kmh,5,0
RES-02443,54033km,"55,018 km",44 %,18.823202,83.2524,143 kmh,0,0
RES-02444,62176km,"63,549km",66%,16.931261,84.524156,75,4,1
RES-02445,"25,964 km","27,323 km",87%,24.39,78.07,131 kmh,6,1
RES-02446,"109,823km","111,653km",15%,17.64,73.4906,153 kmh,5,0
RES-02447,76257,"76,320 km",85%,23.94,74.9768,98,0,1
RES-02448,"53,163km","54,583km",16 %,24.844042,85.61,51,1,0
RES-02449,"14,901km","14,988km",30 %,20.006656,76.93,55,4,0
RES-02450,"91,384 km","91,626km",0.68,21.2052,81.033675,127 kmh,1,0
RES-02451,32904,33553,0.57,26.0751,75.08,43,0,0
RES-02452,36729,"37,227km",28 %,19.14,87.824942,94,1,0
RES-02453,"15,227 km",14859km,0.54,23.162,72.35,91,2,0
RES-02454,59718km,"60,918km",0.87,26.14,73.1932,57,0,0
RES-02455,"90,507 km","90,825 km",0.85,23.331743,77.9907,55,1,0
RES-02456,"23,991km","24,738km",83%,24.585149,83.28,146 kmh,6,0
RES-02457,"35,546km",37438km,0.75,17.73,83.0455,167 kmh,2,1
RES-02458,17224,"17,638 km",87 %,13.7107,87.1597,130 kmh,6,0
RES-02459,29000km,30119,0.93,17.2574,82.78,53,2,0
RES-02460,"33,083km",32704km,80 %,20.04,75.411276,175 kmh,2,0
RES-02461,"58,121km","59,763 km",72%,26.604518,84.41,83,0,0
RES-02462,"90,381km",90458km,0.3,15.3266,75.18,62,1,0
RES-02463,"61,158km","62,451 km",93 %,25.6832,76.22335,162 kmh,1,0
RES-02464,"29,895km","31,506 km",82 %,21.0624,87.634293,151 kmh,4,0
RES-02465,14188km,14885km,14%,22.3045,81.609256,72,5,0
RES-02466,"22,314 km","24,290 km",0.7,16.183756,81.7366,46,2,0
RES-02467,17613,"18,887km",0.6,21.124194,84.68,89,3,0
RES-02468,105762km,105833,25%,14.9248,85.2972,43,1,0
RES-02469,83248,84585km,38%,24.38,87.16,50,1,0
RES-02470,71131,72374,0.8,14.23,76.323469,82,2,0
RES-02471,"93,307 km","93,701 km",70%,20.18,76.04,158 kmh,6,0
RES-02472,67297,"68,056km",49%,20.61,82.7896,86,4,0
RES-02473,5022km,5413km,77 %,23.81,86.17,170 kmh,3,0
RES-02474,"114,681km",115422km,0.2,25.739,77.656649,86,6,0
RES-02475,38718,38839km,46 %,19.2842,84.0869,136 kmh,4,0
RES-02476,"81,197 km",82491,90 %,19.2297,78.0447,42,5,1
RES-02477,"42,148 km",43131,0.81,24.517742,76.29,155 kmh,0,1
RES-02478,71732,71878,64 %,25.37,74.078366,89,4,0
RES-02479,101096km,"101,630 km",54%,22.013225,75.117005,92,1,0
RES-02480,106978,"107,692 km",0.96,12.44,86.2304,159 kmh,5,0
RES-02481,74206,74779,46%,27.910453,75.822656,172 kmh,5,0
RES-02482,"119,182km",119026,50 %,23.6705,78.6731,146 kmh,1,0
RES-02483,24372,25927,0.5,27.5268,84.71,90,0,0
RES-02484,"92,109 km","93,561km",71 %,26.64,76.6221,48,5,0
RES-02485,"115,835km",117501,0.4,27.6446,73.91,152 kmh,2,0
RES-02486,65431km,"66,298km",39 %,15.5518,79.86335,124 kmh,2,0
RES-02487,"30,771 km",32274km,0.7,15.15,74.203461,90,0,0
RES-02488,34912km,"36,475 km",69%,12.28,84.165457,41,2,0
RES-02489,56788km,58712km,1.0,19.302966,85.678901,84,4,0
RES-02490,94114km,93627km,1.00,15.886968,75.8644,156 kmh,2,0
RES-02491,"100,657km","100,862km",0.8,21.37,72.12,44,1,0
RES-02492,"106,284km","106,796km",0.9,25.92458,83.61711,151 kmh,5,0
RES-02493,19966km,"20,476km",78 %,26.57,81.31,64,0,0
RES-02494,108794,110566,0.58,21.456265,84.96,135 kmh,4,0
RES-02495,69272,"70,773km",0.78,23.67,76.33782,154 kmh,4,0
RES-02496,"85,288 km","86,322 km",26%,13.415,80.331745,163 kmh,0,0
RES-02497,"53,793 km","55,699km",37%,23.36,81.68,151 kmh,1,0
RES-02498,"77,349 km",78522,0.3,16.899552,76.742,90,4,1
RES-02499,"5,987 km",6366,23%,19.82,87.11,168 kmh,4,0
RES-02500,"5,312 km",7164km,0.3,17.7326,84.566954,87,6,0
RES-02501,37438,39093km,68 %,25.984146,80.1489,69,1,0
RES-02502,"102,714 km","104,590km",14 %,22.763,76.68,174 kmh,6,0
RES-02503,11347km,"11,748 km",0.71,13.9274,76.19058,53,5,0
RES-02504,104891km,"106,405 km",0.09,18.95641,87.63,80,5,0
RES-02505,"10,280km","11,098 km",0.16,21.1,73.306,44,1,0
RES-02506,"75,593km",76695km,0.85,15.288138,76.594398,175 kmh,0,1
RES-02507,"102,736 km","102,878km",62 %,13.269084,75.498722,55,1,0
